S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
,,,,,,"2. Best place to stay when you look for peace. The staff are very polite and courteous. The
 facilities are really good. Well-maintained facility. Everything is under one roof. We 
enjoyed every second of it. What you pay is what you get. Worth every penny to spend here",,
,,,"
",,,"3. Sunday buffet excels. Sunday a la carte dinner disappointing for the amount you pay. 
Mini bar expensive. Wi-Fi poor. Landscape is very good and well maintained. Staff is 
cordial and well behaved. l feel overall it is good really good.",,
,,,,,,"4. Good to go. Worth going. Room and food are very clean. WiFi was not working for but 
its not problem as I had net connection. Perfect place to stay for one not more than that. 
Swimming pool is good. It's not a beach resort, that's the major drawback",,
,,,,,,"5. The hotel housekeeping service is very poor, they are short of man power but 
maintaining the facility is going to be huge task. The design and the idea is good but 
maintenance is not that great you can see empty beer bottles piled up for days together.",,
,,,,,,,,
23,Fortune Resort Bay Island,,"Located on one of the world's last outpost of virgin, natural rain-forest islands, Fortune Resort Bay Island overlooks the pristine 
blue waters of the Bay of Bengal. This is a beautiful sea-front family resort in Port Blair 15 mins from the airport and 10 mins from 
the town’s main shopping arcade. Being next to the sea, water sports/ snorkeling/ scuba diving activities can be easily organized 
from the hotel travel desk. Built almost of the native ""Padouk"" wood, the beautiful red timber that is found only on the Andaman & 
Nicobar Islands and designed by Late Charles Correa, the architectural style of the hotel reflects the native life of the Islands and 
offers a gateway with a pace that is genuine, relaxed and unhurried. The hotel offers 45 well-appointed, signature dining 
restaurants and a banquet hall suitable for private parties as well as offshore corporate events for up to 100 guests.","Marine Hill, Port Blair, Andaman and Nicobar Islands 744101",03192 234 101,"1. It is an old property...kept beautifully by good staff. ..all were very friendly. ...the location
 itself is the main attraction. ..you could spend ur whole day in the dining area to enjoy the 
beautiful sea...food was awesome. .....staff gave us nice suggestions. .",3,
,,,,,,"2. We don't have options to go directly to havelock islands from airport,since no ferry in the 
afternoon,so ended up staying at fortune bay island,wow spectacular sea view and very 
kind staff!!!vintage style rooms is ok and thier packed breakfast for early check out is 
good too,but the bathroom is very small and it spoiled the entire good feel of ITC 
standards!!! ",,
,,,"
",,,"3. This is a aged property . Not as modern as any other ITC . However the Hotel is very 
well maintained . Staffs were very responsive right from Reception , F& B to Housekeeping .",,
,,,,,,"4. Nice hotel but facilities are very old and really not worth that high pricing. Overall good,
 staff is very friendly and helpful, but the food was HORRIBLE. Really really bad. the room 
is nice but again all the furniture, TV, etc is old old old. ",,
,,,"
",,,"5. The resort provide an excellent scenic beauty, the main attraction being the place from 
where the pic on the back of 20 rupee note is taken. Manager and Staffs are very helpful
and friendly. Welcoming drink, Food both are fabulous. Overall, an excellent experience. 
Cheers!! :)",,
,,,,,,,,
24,Infinity resorts,,"INFINITY RESORTS CORBETT, a luxurious nature resort occupying 22 acres , is situated on the fringe of the world renowned
 Corbett National Park – India’s first and the finest tiger reserve. Nestled in the foothills of the Himalayas, the mountain ranges,
 snow peaks, lush green forests and the Kosi River – all add up to the natural beauty that will absolutely take your breath away. 
Guests can relax in a world of calm and serenity while those who feel that tracking wildlife is on top of their “must do” list – there
 is no greater excitement than going on a elephant or jeep safari. Animals such as spotted deer, sambhar, rhesus macaque, 
langurs, elephant, and wild boar are commonly seen though tigers can be spotted with much patience and good luck. Of course, 
the more frequent your safaris are, the better chance of seeing the Lord of the Jungle – the tiger!","P.O. Dhikuli, Via Ramnagar | on the periphery of Corbett Tiger Reserve, 7 km from 
Ramnagar, Jim Corbett National Park 244715, India",,"1. The Management of Infinity Resorts has done a very good job in upkeep of the 
infrastructure and one can experience world class hospitality/Customer service. The 
quality of food is just too good. I am a repeat customer of this property and would strongly
 recommend this property to people who want relaxed holiday. ",4,
,,,,,,"2. There were 5 of us, and we got 2 connected room. The rooms were huge ! and very 
clean. We got the pool facing room and they had huge balconies.",,
,,,"
",,,"3. I stayed at Infinity resorts with family in the last week of March for two nights. We stayed 
in river facing room and it was absolutely lovely. The room was comfortable, clean and
 well-made each day. The all-inclusive package was worth every penny.",,
,,,,,,"4. The first thing which strikes one at Infinity Resorts is the well laid out bungalows- 
ideal for groups- we were 4 families who travelled to Jim Corbett in Dec 2014. The 
owners live in the private section of the property- the resort also boasts of a swimming 
pool- it is also in close proximity to the national park. ",,
,,,,,,"5. This would ideally be the first resort that you will reach when coming from delhi, 
friendly staff, very helpful, good food, good location, nice view from the deck, value for money. ",,
,,,,,,,,
25,Shaam e Sarhad,,"The SHAAM E SARHAD VILLAGE RESORT is open from 15th October 2013 to 31st March 2014. The Hodka Endogenous 
Tourism seeks to promote Local Culture and Craft based Tourism for Sustainable Livelihoods and integrated rural 
development. Imagine an authentic and charming retreat… Complemented by the unique experience of being hosted by the
 local community… And the richness of culture that awaits you here.Designed in local style, and exquisitely decorated with 
mirror work, textiles and other local crafts, the Shaam E Sarhad Village Resort is the perfect gateway to a genuine travel 
experience in India.","Bhuj (Kutch), Hodka, Gujarat 370510",02832 296 222,"1. We decided to stay here looking at tent city's tariff,we were happy with our decision. We
 enjoyed our stay. Place resort is located at convenient place. Only thing which need 
improvement is food. They should server better quality food.
",4,
,,,"
",,,"2. Impressively well-managed by the local community, Sham E Sarhad is an example of 
how to keep up traditional charm and craft. The bhungas are beautifully done up, the 
food is tasty and the ambience delightful.
",,
,,,"
",,,"3. If you are going to visit ""White Sand""; you don't need to stay in tent city as it's too much 
costly. I'll recommend this place as a better alternative. In addition of above; food 
provided is good but there was no cultural activities except a little folk music performance. ",,
,,,,,,"4. jan 2015 we stay here it's amazing experiences  for us , so nice pepole and there 
behaviours is so good ,food is amazing really remember me my village experiences , very 
near to rann utsav village all are so good recomended to my all frnds one time stay here ",,
,,,,,,"5, This resort is run by the local panchayat and all the profit made goes to the village .
The tents are beautifully made and musicians singing under the starry nights makes the 
place magical. Food was the best that I had around the Toran area. If you are not staying 
at the resort and would like to dine here, you would need to inform at the resort few hours 
prior .Staff is warm and welcoming And I recommend this place to everyone
Stayed March 2015, travelled with friends
",,
,,,,,,,,
26,Resort Murti,,"Location Resort Murti is located in the town of Murti Beat, in the Dooars region of West Bengal. The resort is approximately 82 km 
from the Bagdogra Airport at Siliguri, and 75 km from the New Jalpaiguri Railway Station. Resort Murti is a 3-star property that 
offers visitors to the lush green Dooar s region a chance to get in touch with nature, along with comfortable accommodation and 
variety of services and facilities. Rooms The 8 rooms at Resort Murti are comfortable and spacious, complete with modern 
amenities. Rooms are divided into the following categories: AC Deluxe, Non AC Standard, and Non AC Family room. In-room 
amenities include: cable television, telephone, mineral water, fruit basket/cookies, balcony/sit out, and an attached bathroom with 
modern fittings and hot/cold water. Room service is also available. Dining Resort Murti has an outdoor multi-cuisine restaurant
 that serves a wide variety of delicious and wholesome dishes. Facilities Resort Murti offers a range of facilities and services to its 
guests, including: lawns/gardens, gymnasium, bonfire arrangement, travel desk, taxi services, doctor on call, laundry services, 
and guide services.","Murti Beat, Uttar Dhupjhora, Batabari, Dist.: Jalpaiguri, Dooars - 735206 West Bengal, India",077972 19280,"1. A homely resort with lush green ambience.Conveniently located .The cottages are well 
equipped and comfortable but not 5 star.Food provided is O.K nothing great.The kitchen 
staff are cooperative and try their best within their means.Lacks the professional touch ,
laid back attitude.Place is kid friendly with lot of space to walk around.Visit during tourist 
season when the resort is fully staffed ,avoid nonseasonal visits.Overall a place worth 
visiting if one is not very fussy about arrangements. ",3,
,,,,,,"2. neatly spaced out property with three types of cottages - only the roofing is different. 
rooms were decent and neat toilets. had typical bengali food and was good, a tribal 
dance programme organised for in house guests in the evening was interesting. close 
proximity to the forest and the river with jeep safaries just walking distance from the lodge
 being organised by the govt. a small child play area with well maintained lawns is 
available. the staff were friendly. a little maintainace here and there along with a small 
change in typical govt staff attitude / motivation would convert this into a great place. ",,
,,,"
",,,"3.Visited this resort in the First week of March, 2015 along with my Friend's family and 
stayed over there for 3 nights. Food is simply pathetic and staff of the hotels are 
untrained. It was a nightmare experience and will never visit again. ",,
,,,,,,"4. Located very close to the Murti River, the resort has the perfect ambiance for family 
stay. You can listen to the sound of Owls and Peacocks calling from the resort during
night. The resort is well maintained and the staffs are quite helpful and friendly. 
Recommended for people who would love to spend time with their families amidst nature. ",,
,,,,,,"5. resort murti is a perfect stay where you can spent your vacation. it is a very good hotel. 
the staffs are very friendly and they are always there in all call.the hotel is very neat and 
clean and i can promise you that you can spent a very good time here. ",,
,,,,,,,,
27,Glenburn Tea Estate,,"Glenburn is open all year round. The best time to visit is from October to March, and you’ll get the best mountain views during
November and December. The busiest times are October, November and March, so be sure to book way ahead. Glenburn is a 
good place to come to celebrate Christmas and New Year - the estate is 3000 feet lower than Darjeeling Town so it's not half as
 cold. Off season discounts are available from June to September. Glenburn is remote, and flight times in and out of the nearest 
airport, Bagdogra, mean it isn’t worth coming unless you can stay for at least 3 nights, which will give you 2 full days on the 
estate. Ideally, come for at least 5 nights - there are discounts for stays of more than 4 nights.","Near Singritan, Darjeeling, West Bengal 734101",033 2288 5630,"1. Glenburn is blessed with a unparalleled views that would be hard to tire of and can 
only invoke a feeling of peace and calm...
Once you have tackled the very bumpy road to reach there!",4,
,,,,,,"2. The magical location of this resort poised on a hill with direct views of Darjeeling town 
and Kachenjunga from my bedroom window is quite unforgettable. Lush gardens 
communal dinners and a sense of a bygone time reminiscent of the british rag. Day 
trips to Darjeeling and Kalipong and the river camp. Husna and Alex went out of their
way to make me feel at home. ",,
,,,,,,"3. Beyond expectations..... loved this place, it was the highlight of our trip and wished we
 had stayed much longer. Great hosts, good homemade food (plus the tea) and one of 
the great hotel views of the world.",,
,,,,,,"4. Recommend the Tea Tour, walk down to the river and the little on site shop for gifts.....
now feel very guilty using tea bags. Would suggest coffee/tea making stuff in the room,
 did not feel right to ring late at night or early morning for it although we were told we could... ",,
,,,,,,"5. The most ideal location for relaxation . Situated in a valley surrounded by pristine 
forests , this tea estate is a jewel .The hotel has eight beautifully done rooms and to find 
an accommodation during the 
peak season is difficult .Visiting this place I realised why it is so popular among 
international tourists as well as 
domestic travellers . You can relax here with a book or take trekking trips according to your
 preference . The staff is friendly and the food is amazing.",,
,,,,,,,,
28,The Leela Palace New Delhi,,"The Leela Palace New Delhi represents the magnificent architecture, grace and elegance of Lutyen’s Delhi. Experience luxury of 
oversized suites and guestrooms of 550 sq. ft. and above, equipped with the latest technology. Dine at any one of the many über
chic restaurants. Rejuvenate at an exclusive spa by ESPA. The 260 room Leela Palace New Delhi is located in the exclusive 
Diplomatic Enclave. It is in close proximity to the Presidential Palace, Prime Minister's office, ministries, embassies, central 
business districts and historical monuments.","Chanakyapuri, Diplomatic Enclave, New Delhi, Delhi 110023",011 3933 1234,"1.i was here for a business meeting for 3 days and it was a luxury stay with a welcoming 
service staff and classic amenities. i like the food of leela and become a fan, room also 
were modern and beaufully designed",5,
,,,,,,"2.Amazing hotel with incredible service, comfortable rooms and great spa and food. 
Highly recommend this hotel - also happens to be in a beautiful location and 
neighborhood. The staff was incredibly considerate and made sure we were taken care 
 of - we will be back! ",,
,,,,,,"3. This is unexpected .. The rooms were so luxurious that out came into very fine 
hospitality.. Amazing staff .. Good food .. Huge property ... Worth the money .. Really liked 
it hope to visit it soon for an another conference .. Leela .. Keep it up! ",,
,,,,,,"4. The Leela Palace is international, smart and swanky but happily has many local
 touches and some beautiful Indian art work that means it is definitely not one of those 
faceless ""could be anywhere"" hotels",,
,,,,,,"5. Loved our stay at this hotel! The beds were comfortable, the service was amazing, and
 the food was incredible!! I would highly recommend it!
You won't regret your decision to stay here! The rooftop pool is wonderful too!! ",,
,,,,,,,,
29,The Oberoi Gurgaon,,"The award winning The Oberoi, Gurgaon is conveniently located just fifteen minutes from Delhi's international and domestic ai
rports, and thirty minutes from Central Delhi, in Gurgaon; the business and commercial centre of Delhi's National Capital Region.
Spread over nine acres, The Oberoi, Gurgaon is unlike any of the other luxury hotels in Gurgaon. An urban sanctuary defined by 
bespoke design features, its high ceilings and open spaces are filled with natural light, and afford refreshing views of the hotel's 
vast, azure reflection pool and verdant green wall.The Oberoi, Gurgaon is the only one of the luxury hotels in Gurgaon to offer a
 wide range of 24 hour services, as well as an art gallery, a salon and a luxury retail arcade.
Guests can book in advance and directly with us to enjoy special rates, exclusive privileges and hotel offers. We would be happy to 
take care of any business requirements or ensure a relaxing holiday with loved ones. Our hotel offers are designed to ensure our 
guests have an unforgettable Oberoi experience.","443, Udyog Vihar, Phase V, Sector 19, Gurgaon, Haryana 122016",0124 245 1234,"1. This is a first class hotel. We were met at the airport and made to feel most welcome. 
The hotel staff are professional and courteous and went out of their way to make us 
comfortable. The room we had on the 5th floor was spacious and spotlessly clean as 
was the bathroom. Breakfast was amazing offering both Indian and Western... ",4,
,,,,,,"2. It's a decent hotel .it is located at a good place and has good views over and around . 
The rooms of the hotel are excellent . The food is also good and the room service is 
pretty fast and on time .visit once",,
,,,,,,"3. Excellent everything - will surpass every expectation you ever had! Rooms are quite 
large and the food is phenomenal. It was very sad to leave the Oberoi! The staff are 
exceptional and the facilities are great. ",,
,,,,,,"4. The building is amazing even if the atmosphere is a bit too formal and cold. Something 
to be improved in the food quality and in the service staff at the tables.
Very good the SPA with very professional staff like Miss Uden.
Rooms are very nice and beautiful. Good the room service. A wonderful hotels for managers!",,
,,,,,,"5. Service of the absolute highest order. Flawless. Wonderful suites with butler service. Oasis
 very convenient for airport. Cannot praise it highly enough. The architecture and landscaping
 are very impressive. Best hotels in India for good reason",,
,,,,,,,,
30,RAAS Jodphur,,"RAAS is Jodhpur's first boutique hotel. Our signature look was born from the fusion of modern and ancient styles and the
 courtyard has become a tranquil haven away from the bustle of Jodhpur’s old town. The hotel comprises four original buildings 
with three additional contemporary structures, influenced by and contributing to its cultural past as part of the Walled City. The new 
buildings are modern and contemporary in their use of space and light; and yet grounded in tradition. Indeed, each of its structures 
is adorned with intricate architectural carvings in the iconic Haveli style of the 18th century, juxtaposed against modern designs and
 patterns. Jodhpur's red sand-stone unites the new with the old, as modern designs add an exciting and fresh dimension to the 
region's age-old stone carving industry. The magnificent pol, along with the staff quarters and guardhouse, makes a stunning entry 
to the hotel.
","Tunwar ji ka Jhalra, Makrana Mohalla, Jodhpur, Rajasthan 342001",0291 263 6455,"1. Brilliant boutique style hotel with magical views towards the fort. Our room had a roof top 
terrace which we use for ""sundowners"". The rooms are off a major courtyard with little outdoor 
rooms which were once stables, converted with day beds. Fabulous spa centre, nice little pool 
and friendly staff. ",4,
,,,,,,"2. One of our all time favourite hotels. Raas is amazingly positioned with stunning views of the
 fort and has an architecturally interesting use of the old buildings blended with the new. 
Service was excellent, friendly, attentive and charming without being over the top. Food was 
good [albeit pretty standard dishes] and the upper restaurant has a world class view of the fort 
at night. ",,
,,,,,,"3. We stayed at this beautiful hotel for 3 nights , what a treat!!We could have not asked for 
anything better . We had a heritage suite and everything was perfect. The room was extremely
 comfortable with every need fulfilled.The staff were friendly and very helpful. Nothing was to 
much effort and they helped us organize our tours. We had most of our meals there which were
 delicious. I would recommend the restaurants even if one wasn't staying there such peaceful ,
 beautiful environment. Also the best masala tea I've ever had in a hotel in India. ",,
,,,,,,"4. Raas is a beautiful hotel right in the middle of Jodhpur, with absolutely stunning views of the
 Fort from your room and the pool / restaurant. Everything at Raas is beautifully done - from the
 sleek rooms to the stunning areas all round the hotel, this is the perfect place to indulge and
 relax in Jodhpur. Staff were incredibly kind and considerate and really want to make your stay
 one to remember. A beautiful fusion between old and new. Thank you so much for such a 
wonderful stay. ",,
,,,,,,"5. Explore the Jodhpur fort, then potter round the markets, and marvel at the step well next to 
the hotel. Cool off in the pool, then drinks and nibbles on the rooftop terrace as the lights 
come up on the fort giving a spectacular view. Then down to the restaurant for food as good 
as it gets in India. Excellent hotel ",,
,,,,,,,,
31,The LaLiT Grand Palace Jammu and kashmir,,"Encircled by the Himalayan ranges and overlooking picturesque Dal Lake, The Lalit Grand Palace Srinagar is the former palace
 residence of the Maharajas, and has been carefully and meticulously restored. Designed and built by Maharaja Pratap Singh in 
1910, the hotel stands witness to key events in India’s history. Previous guests include Lord Mountbatten, and the Palace 
courtyard’s Chinar Tree was once the site of a meeting between Mahatma Gandhi and the Maharaja Hari Singh.The Lalit Grand 
Palace Srinagar is located just minutes away from the international airport and features 113 palace rooms & suites including 10
 luxurious cottages, four restaurants & bar, state-of-the-art banquet & conference facilities, a shopping arcade and Rejuve-The 
Spa along with a salon, gymnasium, health club and all weather swimming pool.","Gupkar Rd, Srinagar, Jammu and Kashmir 190001",0194 250 1001,"1. We ended our vacation on the day the trouble started in the valley and our final stay was in
 hotel lalit grand palace srinagar. True to its name lalit grand palace is really a palace with 
mesmerising views all around and majestic lawns but with pathetic management and service.
 The staff has no clue and most seen to be in deputation from other hotels where work is slow
 in summers. Food is also average and nothing to rave about. To Sun it up just go for its 
wonderful location of nothing else. ",4,
,,,,,,"2. What a hotel, Huge property widely spread. Huge greenary...the rooms are mostly connected
 to seperate garden for each. the interiors is heritage look. the food is good. maharaja and 
maharani rooms are good enough. open restaurant is also good...due to rains shifted inside ",,
,,,,,,"3. One of the best hotels in Srinagar. Lovely lawns....old world charm. We went here for dinner 
one day & strolled around the premises.
Beautiful setting,good food at Chinar.
Lots of photo ops....loved the place",,
,,,,,,"4. A destination by itself is what Lalit is...Once here ,you dont have to actually bother about the 
other gardens of srinagar as this is the best !
The 2 bedroom cottage is where we lived,wish it cud have had a view but other than that there 
is nothing to fault...the indoor pool is well heated to use in the cold weather...
the best part was the outdoor buffet breakfast where you can leisurely start your day...",,
,,,,,,"5. Beautiful Lawns and don't miss the outdoor breakfast. The Kashmiri dinners were a treat 
and very highly recommended. The Bar and the walk way to the Bar had a lot of historic 
monuments and artifacts. Overall a very enjoyable stay. ",,
,,,,,,,,
32,The Grand New Delhi,,"The Grand New Delhi is a luxurious 5-star hotel ideally situated within a short drive of Delhi city centre and all of the popular 
sights and attractions it has to offer. For those interested in shopping, the DLF Emporio, Promenade Malls and the Vasant Vihar
are located close by. Or for a sampling of the local scenery, the Rajokri Protected Forrest is a five-minute drive away. Indira 
Gandhi International Airport is just 15 minutes from the hotel by car. The beautiful guestrooms are tastefully decorated with a 
muted colour scheme of creams and beiges. Contemporary furniture, imported linens and custom mattresses ensure that
 guests enjoy a comfortable and restful stay while in Delhi. Additional in-room amenities include flat-screen TVs, a seating area,
 a minibar and quality toiletries in the spacious en-suites. 
","Nelson Mandela Road, Vasant Kunj - Phase II, New Delhi, Delhi 110070",011 4766 1234,"1. Decided to stay here as it seemed close to the airport but regretted my decision.
 very expensive airport transfer given the short distance to the airport. Worn out fixtures, the
 rooms are in dire need of a makeover. 2 at a push. Not recommended.",3,
,,,,,,"2. The Hotel being in South Delhi, it is comparatively closer to the airports of Delhi. The 
location is very unique it's just a few minutes walk from the main shopping Malls of New Delhi. ",,
,,,,,,"3. A lovely place the facility is well kept and luxurious. The temperature was just right for the 
ambiance and the therapists well trained. If you are looking to spend a few hours of relaxation
 this is a good place to consider ",,
,,,,,,"4. I have always had a pleasant experience at The Grand (in its current avatar as well as its 
earlier one as the Grand Hyatt)...be it staying at the hotel or attending numerous conferences
 here. The expanse of the hotel, warmth of the staff and pleasing décor combine to make the 
overall experience truly charming! ",,
,,,,,,"5. It was a great stay with them... Hotel's ambience is great and staff is really helpful... Front 
Desk staff is awsm... They helped me alot.. As one guy Mr Manpreet and other one was 
shivam who helped me alot.. Thanks guys... And food is delicious... I'll be there very soon... ",,
,,,,,,,,
33,Vivanta by Taj Dal View Jammu and kashmir,,"Vivanta By Taj-Dal View, Srinagar is set against the backdrop of the picturesque Dal lake and Zabarwan Mountains. Guests are 
greeted by the splendid decor of the hotel and the piquant flavours of the local and international cuisine dished out by its 
restaurants. Located 7 km from Bus Stop, Vivanta By Taj- Dal View offers swimming pool, spa, fitness centre, conference and 
banquet facilities. Overlooking the beautiful Dal Lake, Vivanta By Taj- Dal View is a 5 star property in Srinagar. Available in Superior
Charm and Deluxe Delight options, the rooms of the hotel reflects Kashmiri style of architecture. Each room feature separate 
sit-outs from where guests can behold picturesque views of the lake and mountains. Mini bar, LCD TV, writing desk, tea/coffee 
maker and telephones are provided in all rooms. Tango 1 & Tango 2- the two conference halls and a banquet hall with a seating 
capacity of 500 members are venues where guests can host business and party events. Sprawling in 6 acres, this resort features 
an outdoor swimming pool, library, Jiva Spa, indoor games room, gift shop and fitness centre. Airport transfer, car rental, electronic 
safe, laundry, doctor-on-call and travel desk are other facilities offered at the resort. Additionally, the hotel provides free Wi-Fi upto 2 
devices. Latitude, the stylish restaurant of the resort specializes in Continental, Kashmiri, Italian and Pan Indian cuisine. Jade Dragon 
(Chinese speciality restaurant) and Tea-Lounge (confectionery, bakery) are other on-site dining options. The unmatched scenic 
beauty of the Dal Lake adds charm to the resort. Plan out an evening with family for an exciting boating trip on the lake.
","Kralsangri, Brein, Srinagar, Jammu and Kashmir 191121",0194 246 1111,"1. Though the atmosphere in Srinagar was little scary as everything from the little road side 
peddler to showroom was shut, you could feel safe in the Hotel. I was expecting that certain 
services would have been seriously affected due to the prevailing condition in Srinagar but 
there was no such effect. ",4,
,,,,,,"2. This magnificent hotel is situated 20 km from Srinagar International Airport. Offers breath
-taking views of the Dal Lake. Staff is very friendly & helpful. You can definitely plan to stay 
here if you are planning to visit this beautiful city ",,
,,,,,,"3. Best thing about the hotel is its view.. thats overlooking Dal lake.. nd the best time is when
 its snowing...The atmosphere around the place is mesmerising with great views.. calm and
 serene place.. nd Do visit ...Chasmeshahi.. Cafe Arabica ... ",,
,,,,,,"4. If Kashmir is the heaven on earth, Vivanta by Taj is the heaven of all hotels. Excellently 
maintained garden with full of flowers will give you a relaxed mind. You will never think of 
going outside to visit other places in Srinagar. It has a 360 degree view of Srinagar. ",,
,,,,,,"5. We had a really great time there. The manager Naveen was almost as awesome as the
 views from the hotel. The service was impeccable, good rooms with lovely views.
They took the greatest of care of us, really kind staff. ",,
,,,,,,,,
34,Amanbagh,,"Amanbagh is a remote rural property situated in an oasis of greenery that is in stark contrast to the arid plains and craggy hills 
which surround it. Amanbagh lies within a walled compound once used by the Maharajah of Alwar as one of the sites for his 
mobile hunting camps which used to come in search of the elusive tigers known to roam the nearby hills not so long ago. The
 resort style echoes the region’s Mughul architecture and in this respect is a modern day Mughul Palace conceived in the 
present but paying homage to the architecture and design of India’s golden age. Staying in this property provides a very unique 
opportunity to witness first hand the traditions and culture of rural India. ","District Alwar, Ajabgarh, Rajasthan 301027",01465 223 333,"1. This feels like it's 300 years old! But it's pretty much new. Slab bed with amazing pink 
marble. This was pure luxe. We were met by some singing prayers, sleep like babies and 
longer by the best hotel pool I have come across. Gorgeous remote setting with trips to the
 forbidden city. Magical. Only downside was the spa. But of an afterthought. I think they will 
have to build a new one given the remote location. Well done Ed Tuttle architect and Aman for 
a wonderful experience. ",4,
,,,,,,"2. The arrival ceremony here may be one of our most memorable moments in nearly 3 weeks 
in India. It brought tears to our eyes (even teenagers!). The property is lovely and interesting 
and pristine. We had villas with pools and the layout was wonderful and the space was very 
generous and very private. We enjoyed feeding the monkeys fruit (shh) and watching them
 take a sip from our pools.",,
,,,,,,"3. We had the pleasure of staying at Amanbagh on our recent trip to India. What a spectacular 
hotel! We loved every minute of our stay, the perfect end to our 2 week trip to India. We were 
saddened to leave, however, will be sure to visit again soon.",,
,,,,,,"4. This was my second visit to Amanbagh. I found it to be even better this time, with more 
excursion options, more private dining selections and even more relaxing than 5 years ago. ",,
,,,,,,"5. Tranquility, serenity & peace in a beautiful hidden corner of Rajasthan.
The hotel is a perfect synergy of understatement & style. The staff are full of kindness & 
genuine attention to detail at every turn. Fine dining led by executive chief BG is a triumph. He
 has an understanding, passion & delicacy of touch that is hard to beat anywhere in the world.
 (His vegetable garden is dreamy).",,
,,,,,,,,
35,Taj Coromandel Chennai,,"Offering a fusion of rich South Indian design cues and European elegance, Taj Coromandel features a large landscaped pool, 
fitness facilities and a business centre. Situated in Chennai’s city centre, air-conditioned rooms offer a flat-screen TV and a 
spacious marble bathroom. Just 1 km from Spencer's Plaza Shopping Mall, Hotel Taj Coromandel is 3 km from Marina Beach
. It provides free parking and is 17 km from Chennai International Airport.A tea/coffee maker, ironing facilities and seating area are 
a standard in all rooms. Private bathrooms feature bathrobes, a bathtub and separate shower cubicle.Staff can provide concierge 
and childcare services. Added conveniences include a beauty salon, gift shop and a tour desk. Guests can pamper themselves
 at the Jiva Grande Spa
","37, Mahatma Gandhi Road, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034", 044 6600 2827,"1. No other hotel in India does as well anticipating their guests needs and then exceeding 
them. Every trip to this hotel is excellent- but most importantly when there is a glitch the Butler
team and staff at the hotel are responsive to addressing any challenges. the food is
 exceptional, the staff are warm and welcoming and the amenities are modern. Best place to
 stay in Chennai. ",4,
,,,,,,"2. Hotel with classical luxury - not necessarily all the modern digital gadgets, but everything 
required for a most comfortable stay. We enjoyed the menu at Southern Spice and a well-
functioning conference unit. Minor complaint: why is getting WiFi as a conference participant 
so complicated? Overall, I will fondly remember the staff with excellent service from the driver
, the very friendly and dedicated tailor, and many others. I hope to return one day. ",,
,,,,,,"3. Like always I was put up in Taj Coromandel during my latest Business visit to Chennai. 
As always I found the staffs extremely courteous and thoroughly professional. It's not only I 
ask for anything, every time I met a hotel staff they would ask me about my stay comfort. 
Excellent hospitality ",,
,,,,,,"4. I have been to Chennai many times I don't even remember how many times. Every time I 
stay in this nice hotel. You are very well taken care of from the moment you step into the hotel 
until you check out. Check is and check out process is very smooth and the service is very 
professional. Lots of dishes to choose from for breakfast. ",,
,,,,,,"5. We had our 2 day conference here and we were very pleased with the service and 
commitment of staff. They were really courteous and took real good care of our team. The
food was excellent and the arrangements for the gala night were great!! ",,
,,,,,,,,
36,The Imperial New Delhi,,"Chosen as India’s best ‘Luxury Historical Hotel’ by World Luxury Hotel Awards 2015, The Imperial is an iconic property in Delhi's
 5 star hotel category and the most distinguished address situated in the heart of the capital, reminiscent of the halcyon days of 
the Raj. A luxury hotel with an iconic and awe-inspiring heritage interwoven in colonial elegance, it dwells in its modern delivery 
of old-style class, magnificence and luxuries aplenty. Built in 1931 by Blomfield, one of Sir Edwin Lutyen’s associates and
 inaugurated by Lord Willingdon in 1936, it is New Delhi’s landmark Hotel, located on Janpath, the erstwhile Queensway. The 
Hotel is steps away from Connaught Place, the renowned shopping district and is very close to the city’s major attractions. The 
hotel is just a 30-minutes drive from the international airport.","The Imperial, Janpath Lane, Connaught Place, New Delhi, Delhi 110001",011 2334 1234,"1. The Heritage Suite is one of the finest in the Hotel. The décor is classic British Colonial 
mixed with modern contemporary, very much reflecting the multi-cultural shifts of this City. The
 suite is well equipped and the 550 square footage provides ample room - The beautiful
 balcony over-looking the well manicured gardens adds to the vintage colonial ambience of
 the Hotel.",4,
,,,,,,"2. Service very good. Setting beautiful. Real hotel with class and character. Feels homely, 
yet elegant.
",,
,,,,,,"3. It was a great time for us in Delhi. I had a best holidays here with my friends. We enjoyed a 
lot here in Delhi. We had a great stay at WelcomHeritage Sirsi Haveli. This hotel provides us 
all modern facilities and ambience. Nice hospitality and very humble staffs. ",,
,,,,,,"4. No question about it! ""The Imperial Hotel"" in New Delhi is one of the most beautiful and 
comfortable hotels in the whole world! After its complete renovation, staying at magnificent 
""The Imperial Hotel"" is like a dream being accomplished! Come and feel the ""Old Raj"" breeze
 at its halls, corridors and suites! Indulge yourself being almost a ""Maharajah"" or a ""
Maharani"" for one day, two ... Who knows? Enjoy! ",,
