S. No.,Category Name,URL if available,Description(Minimum 80 words),Location,Contact,Reviews,Rating,Images
22,Blue Pearl Texspin Ltd.,www.bluepearltexspin.com,"Blue Pearl Texspin Limited (formerly known as E-Wha Foam India Limited) was incorporated as a Public Limited Company in Maharashtra. It was promoted by Navinchandra Chunilal Shah, Ajay Bhupatrai Shah and Jayant Shah. The Company came out with a public issue in August 1994 to part finance the project of setting up unit in Goa to produce 1500 tpa polyethylene foam products. It has a technical cum financial collaboration with E- Wha Foam Korea Co., South Korea. Later in the year 2012 the Company after getting the approval of its members and Registrar of Companies, Mumbai changed its name from “E-Wha Foam India Limited” to “Blue Pearl Texspin Limited and commenced the business of Textile business which is different from earlier business of manufacturing of foam and other foam based products.Currently the Company is engaged in the Textile business.","Office No. 32, Vyapar Bhavan, 49, P.D’Mello Road, 
Mumbai, Maharashtra 400009",022 3299 7884,1. Please try to be a bit more aligned to employee's objective so that they can work on the technology and domain in which they wish to work,2,
,,,,,,2. Really do they listen to their Mid management then it would be a different world,2,
,,,"
",,,3. Senior Management should be much more diverse.,1,
,,,,,,"4. Nice place to work, balance between professional and personal life.",4,
,,,,,,,,
23,Aviva Industries Ltd,www.avivaindia.com,"Aviva Industries Limited engages in the textile industry in India. It manufactures denim and spins cotton yarns. The company was formerly known as Ankush Synthetics Limited and changed its name to Aviva Industries Limited in November 2005. Aviva Industries Limited was incorporated in 1984 and is based in Ahmedabad, India.","4th Floor,, Jaya Talkies, S. V. Road, Opp. Indraprastha 
Mumbai; Maharashtra;",26856815/ 2200,1. Challenging but learning a lot you come to know what is investment and saving,3,
,,,,"
",,2. Good to earn incentives and knowledge always get a chance to meet with different industries professional,4,
,,,,,,3. Aviva India's downfall has been its focus on hiring top management from outside the Insurance Domain. Desperately needs insight from seasoned Insurance Veterans. A clear preference for people from the banking sector has caused it to lose focus on long term strategy and goals causing a downside on profitability,3,
,,,,,,"4.You need To be in right team at right time, Boss can change Your destiny in Aviva",3,
,,,,,,,,
24,Cherry Polypack Ltd.,,"The Acquisition Manual on Cherry Polypack Limited is published for two purposes, firstly to identify the company as a potential acquisition target and secondly, to fully analyse all aspects of Cherry Polypack so that potential purchasers or investors have all the information necessary to enable an objective appraisal. India-OTC Stock Exchange listed company. The Acquisition Manual on Cherry Polypack is written in concise and explicit terms which provide exactly the right level of information for each management function within the predator company to enable the formulation of forward strategic plans and attack campaign tactics. The Acquisition Manual on Cherry Polypack Limited consists of three sections. 1. The Acquisition Database for Cherry Polypack consists of 20 parts, comprising: The Chairman's Overview; The Chief Executive's Summary; The Financial Controller's Balance Sheets; The Marketing Director's Objectives; The Sales Director's Targets; Corporate Development Stratagem; Product Management Tactics; Overseas Development Guide; Product Distribution & Customer Service Planning; Advertising + P.R. Department Management; Market Research Issues; Administration & Customer  Handling; Human Resources Director's Screening Manual; Quality & Product Control Handbook; New Product Development Blueprint; New Technology Primers; Physical Process & Order Handling Schema; Competition Analysis; Product Perceptions; and Customer Perceptions. 2. The Market Research Database for Cherry Polypack Products. 3. The Business Planning Database for Cherry Polypack. This publication is presented as a DVD containing the entire web and databases and in addition the data is available online. The DVD-Rom allows readers to access and reproduce the information in their own documents or reports. In addition, the tables and databases published in the reports are available (as Access & Excel formats) on the DVD to enable readers to use these databases for their own spreadsheet calculations and modelling. 15209 pages, 18933 spreadsheets, 18576 database tables, 683 diagrams & maps. Contents change for each edition. Note: This is an abridged version of the main database. Updated monthly. After-Sales and update services available from the publishers.","B-XXXII, 735/1, DYEING COMPLEX, BAHADUR KE ROAD,
 Ludhiana - 141005, Punjab, India",,1. Salaries are inappropriate and less incentives,1,
,,,,,,2. Staff needs to be well dressed,2,
,,,,,,3. Management partiality. Overall not good and not bad,3,
,,,,,,,,
25,Ciba India Ltd,www.ciba.res.in,"As of March 2, 2010, Ciba India Limited was acquired by BASF India Limited. Ciba India Limited, together with its subsidiaries, manufactures and distributes specialty chemicals and commoditized products primarily in India. It manufactures additives, coating chemicals, water treatment and paper treatment chemicals, home and fabric care chemicals, and personal care chemicals. The company serves paper, plastics, inks and printing, packaging, paints, petrochemicals, automotive, construction, electronics, water treatment, agriculture, mining, extraction, and home and personal care industries. Ciba India Limited was formerly known as Ciba Specialty Chemicals (India) Limited and changed its name to Ciba India Limited in December 2007. The company was incorporated in 1995 and is based in Mumbai, India.","1st Floor Building Number 40 Off Aarey Road Goregaon
 East Mumbai, 400063 India",91 22 2840 3221,"1. Great Place to work, people are very knowledgeable.",3,
,,,,,,"2. Too much politics, the team people doesn't really get well together",3,
,,,,"
",,"3. Diverse atmosphere ,great benefits,good overall company to work for,fair to all employees, concerned with their employees.",4,
,,,,,,"4. Some stagnation in enthusiasm persistent across the company. I saw many great people leave the company with the merge with Alcon. It is important to remember each individual reaches a point where they cannot proceed up the ladder. Upward mobility was limited and thus many people had to leave the company.
",2,
,,,,,,,,
26,Fourenn Apparels Ltd.,,"Fourenn Apparels Limited was registered at Registrar of Companies Bangalore on 12 January, 1984 and is categorised as Company Limited by Shares and an Indian Non-Government Company. Fourenn Apparels Limited's Corporate Identification Number (CIN) is L18109KA1984PLC005810 and Registeration Number is 005810. Fourenn Apparels Limited registered address on file is 110 J&k 8th Cross Bommasandra Industrial Area Bangalore Karnataka India 560068, Bangalore - 560068, Karnataka, India. Fourenn Apparels Limited currently have 4 Active Directors / Partners: Narendra Kumar Surana, Anurag Sharma, Shantilal Vanechand Surana, Anthony Cirian Jacob, and there are no other Active Directors / Partners in the company except these 4 officials. Fourenn Apparels Limited is involved in Manufacturing - Textiles Activity and currently company is in Active Status.","105, Jigani Rd, Bommasandra Industrial Area, 
Bengaluru, Karnataka 560099",,1. Company provided great benefits for reasonable employee contribution,4,
,,,"
",,,1. very clean and positive place to work as an assembly line worker,3,
,,,,,,"2. Rigid rules, no flexibility with respect to business requirements accommodation",2,
,,,"
",,,3. Frequent strategic changes. No more growth scope after certain level. Lot of politics,1,
,,,,,,"4. low salary packages
no extra perks",1,
,,,"
",,,,,
27,Denim Fashions Ltd.,www.denimfashion.in,"Denim Fashions Limited is a Public incorporated on 29 April 1992. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 40,000,000 and its paid up capital is Rs. 29,808,000.It is inolved in Manufacture of other textiles Denim Fashions Limited's Annual General Meeting (AGM) was last held on 30 September 2015 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2015. Directors of Denim Fashions Limited are Ashok Hasubhai Dhruva, Madhuri Ashok Dhruva and Rajesh Hasubhai Dhruva.","20-C, Eastern Society, Fatehgunj Main Road, Vadodara; 
Gujarat",,"1. Life and work balance, Lots of projects to work on, High onsite opportunity, Facilities like a food court sort of cafeteria and many more things",4,
,,,,"
",,2. lack of senior person. So it is challenging for learn new thing.,3,
,,,"
",,,"3. Too rigid, highly process driven, slow to change, low pay in comparison with market",3,
,,,,,,"4. Doing a good job, but management needs to increase speed of reacting to employee feedback",2,
,,,,,,,,
28,CMI Ltd.,www.cmilimited.in,"CMI was incorporated in 1967. CMI (Originally known as 
Choudhari Metal Industries) was engaged in Copper Metal 
Trade and Copper melting and rod casting. CMI's founding father 
is Late Sh. Shantilal Choudhari. From Copper it diversified to 
cables. The factory started manufacturing PVC Switch Board
 Cables, Control Cables, Screened Cables, FRLS Cables, and
 Data Transmission Cables etc. since 1980. In addition to above,
 the factory started manufacturing of Polythylene Insulated Jelly 
Filled Telephone Cables, since 1986 and was supplying Cables
 to various customers including DoT (Aerial Cables, Drop Wire, 
and Switch Board Cables etc) Defence, Railways and other
 projects both in private and public sectors. The Jelly Filled 
Telephone Cable was added in the product range during the 
year 1993.CMI LTD has one unit at Plot No. 71 & 82, Sector – 
6, Faridabad, India which has production facilities for high 
quality of JFTC, PVC, Rubber & PTFE Cables with all the 
infrastructure required for measuring the quality parameters. 
Second Unit at CMI Energy India Private Limited, Village 
Bhatouli Khurd, Tehsil Nalagarh, Baddi, District Solan – 
173205, Himachal Pradesh, India“ and delete this para as
 well ""CMI is an ISO 9001 Company enjoying the goodwill of the
 market and customer. The ISO Certificate was awarded in the
 year 1998-1999“","501-503,New Delhi House, 27,Barakhamba Road, 
New Delhi, INDIA",91 11 4957 0000,"1. Take away some of the bureaucracy, modernize the office space, and appreciate the great people at the firm! Management should really listen to the complaints and hear what its employees have to say.",2,
,,,,,,"2. Not great linkage between teams across the country,can do better",2,
,,,"
",,,3. Invest more on system and processes and also on data analytics,3,
,,,,,,4. worst politics from top management its not MNC Its BMC company,1,
,,,,,,,,
29,Optel Tecommunications Ltd,,"Optel Telecommunications Ltd is a Public incorporated on 23
 December 1988. It is classified as Non-govt company and is 
registered at Registrar of Companies, Gwalior. Its authorized 
share capital is Rs. 250,000,000 and its paid up capital is Rs. 
239,671,008.It is inolved in Manufacture of insulated wire and 
cable [insulated (including enamelled or anodized) wire, cable
 (including coaxial cable) and other insulated conductors;
 insulated strip as is used in large capacity machines or 
control equipment; and optical fibre cables] Optel 
Telecommunications Ltd's Annual General Meeting (AGM) was 
last held on 08 April 2010 and as per records from Ministry of 
Corporate Affairs (MCA), its balance sheet was last filed on 31
 March 2008.","64-65, Lila Complex Zone II Maharana Pratap Nagar 
Bhopal, 462011 India",91 75 555 2224,"1. Nice work culture
Learned Angular js And some new technologies.
Co-workers are friendly.
Spend good time with my co-workers.",4,
,,,,,,2. NIce infra structure.,3,
,,,"
","
",,3. Good Management and excellent to work with this Company. Working environment is flexible and nice to work with in this organization.,3,
,,,,,,4. excellent place to work the work environment is very friendly and got learn new things everyday. the management is very nice and friendly. the best part of job was i learned lot of programming stuff,4,
,,,,,,,,
30,XL Telecom & Energy Ltd.,www.xlenergy.co,"XL Energy Limited (formerly XL Telecom & Energy Limited) was incorporated at Hyderabad as a private limited company in 1985 and became a public limited company in 1990. XLE is one of India's leading end to end solution provider established in 1992 in the field of Solar Power with expertise in the field of production of Solar Photovoltaic Modules. XLE has over 17 years experience of manufacturing its Solar Photovoltaic Modules and systems to various agencies in India and overseas. XLE has delivered over 75MW of solar modules to countries all over the world. We also have started our own EPC division and find tremendous pride in our power plants. We have set up 1.755 MW solar plant in Spain and have also done 3MW of solar plants in India with 14MW in the pipeline.Along with our certified track record, XLE continues to sustain its growth curve. XLE has recently started their own automated module manufacturing line with equipments from the top European companies. XLE has installed 25MW of this automated line with another 25MW to be installed by the end of this year.","Plot No-33, Road No 1, Mallapur, Hyderabad, Telangana 
500076",040 2726 1289,"1. i loved my company as much as i loved my profession.
colleagues are very supportive
i ve learned so many things apart from the working knowledge.",4,
,,,,,,"2. Flexible timings
Work life balance
Helpful colleague
Onsite Opportunity
Learning /training's
Productive and Fun work place
Leave benefits
Health insurance benefits",4,
,,,,,,3. Team coordination is good and employees benefits are extremely taken care by Management. Refreshing programs are very excellent. Considering the employee request is most important thing in this organization.,3,
,,,,,,"4. Not very progressive, might feel stuck in the profile after a while.
The appraisal process is not transparent and it totally depends on ones relation with the manager.",2,
,,,,,,,,
31,Jamna Auto Inds. Ltd,http://www.jaispring.com,"Jamna Auto Industries Ltd., incorporated in the year 1965, is a 
Mid Cap company (having a market cap of Rs 1739.66 Cr.) 
operating in Auto Ancillaries sector. Jamna Auto Industries Ltd.
 key Products/Revenue Segments include Leaf Springs which 
contributed Rs 811.36 Cr to Sales Value (65.84% of Total 
Sales), Loose Leaves which contributed Rs 318.52 Cr to Sales 
Value (25.84% of Total Sales), Lift Axle which contributed Rs 
64.09 Cr to Sales Value (5.20% of Total Sales), Scrap which
 contributed Rs 20.92 Cr to Sales Value (1.69% of Total Sales), 
Lift Axle Components which contributed Rs 17.37 Cr to Sales 
Value (1.40% of Total Sales), for the year ending 31-Mar-2016. 
For the quarter ended 30-Jun-2016, the company has reported
 a Consolidate sales of Rs. 330.60 Cr., down -8.68% from last 
quarter Sales of Rs. 362.03 Cr. and up 15.99% from last year
 same quarter Sales of Rs. 285.02 Cr. Company has reported 
net profit after tax of Rs. 27.41 Cr. in latest quarter. The company’s 
management includes Mr.Praveen Lakhera, Mr.Bhupinder Singh
 Jauhar, Mr.Chander Kailash Vohra, Mr.Hardeep Singh Gujral, 
Mr.Jainender Kumar Jain, Mr.Pradeep Singh Jauhar, Mr.Praveen
 Lakhera, Mr.Rakesh Kalra, Mr.Randeep Singh Jauhar, Mr.Shashi
 Bansal, Mr.Uma Kant Singhal, Ms.Payal Chawla","2, Park Lane, Kishangarh, Vasant Kunj, New Delhi - 
110070, India","011-26893331, 26896960","1. Good Work Culture, Great People, Management listen but not always acknowledge, Salary on time, Bosses are very friendly and supportive,
Teams are supportive, Marketing can be significantly improved",4,
,,,,"
",,2. Production oriented company with good learning chances. Good chances of career growth. Average management support. Quite good environment with politics,3,
,,,"
",,,"3. Its a good company to start with, growing company with sustainable profits",2,
,,,,,,"4. Presently working as Engineer for preparing Process & Assy. Drg. for Leaf Spring, maintenance drg. For maintenance dept. APQP for New Product Development, Bill Of Material of all new Product etc on SAP.
I m core team member of TPM & SAP program.",3,
,,,,,,,,
32,Machino Plastics Ltd,www.machino.com,"Machino Plastics Ltd. started as an alliance among the Machino Group, Maruti Udyog Limited and Suzuki Motor Corporation, Japan. A state-of-the-art plant was set up in 1987 within the Maruti Udyog Limited Joint Venture complex for moulding large components like Bumpers, Instrument Panels and Radiator Grills for entire range of Maruti cars. Modern management techniques have always been a key strategy for business success at Machino Plastics Limited. Mr. M.D. Jindal, Chairman, and Dr. Sanjiv Jindal, Managing Director, head a dedicated and target driven management team. Mr. Aditya Jindal, Vice President, is an alumni of the prestigious Michigan University, Ann Arbor. He holds a B.Sc in chemical engineering. Mrs. Sarita Jindal is the executive director of the company. The team comprises of experienced professionals in the fields of Finance (Mr. S.K.Agrawal), Operations (Mr. Pradip Kumar Saha), Marketing( ), Human Resources (Mr. D.P.Sahoo). One of the key factors for Machino's rising turnover and rapid expansion, is its efficient and effective management systems. ","Place No 3, Maruti Join Venture Complex, Sector 33, Delhi
 Jaipur Highway, Delhi Jaipur Highway, Gurgaon, Haryana
 122015",0124 234 0280,"1. Salary was not as per market standards for beginners,",2,
,,,,,,"2. Work Environment, Cool Bosses, Friendly Welcome to New Joinee",2,
,,,,,,3. Reason to work there is to see how systems are implemented in growing companies,3,
,,,,,,4. Systems are implementing but not able to sustained,3,
,,,,,,,,
33,KEW Industries Ltd,,"Kew Industries Limited is an India-based company, engaged in the manufacture and supply of defense stores and automobile components for Original Equipment Manufacturers. The Company manufactures components of alloys steels, spheroidal graphite (SG) iron and cast iron for both domestic and export markets. The Company’s main product lines include automotive components, which includes SG iron casted products and cast iron product. The Company manufactures Bombshells of 120 millimeters and 51 millimeters for the Ministry of Defense. The Company manufactures components, such as control arm, brake support and axle box for railways.","B-3, Focal Point, Focal Point, Jalandhar, Punjab 144012",0181 222 5715,"1. I was looking for new topics to learn where in I could not make it in the current company and also, worried about the shift which is actually very tiring.
Also, want to enhance my knowledge in team building, leadership.",3,
,,,,,,"2. Company is good. Job security can not be more than this unless you are working for government organisation.
Work-like balance is great.",2,
,,,,,,3. There are ample opportunities due to multiple clients from different domains. The quality of projects are not great as most of them are maintenance projects. Less career growth opportunity after a certain point hence leading into stagnation,3,
,,,,,,4. As employee resigne gap not getting filled this leads to additional pressure existing employee no expansion things getting stagnated,1,
,,,,,,,,
34,JBM Auto Ltd,www.jbm-group.com,"JBM Auto Limited manufactures and sells sheet metal components, welded sub-assemblies, and tools and dies primarily for the automobile industry in India and internationally. The company's product range includes BIW parts and sub-assemblies for cars; skin panels and axles for tractors; and body components, bumpers, axles, and suspension components for trucks. JBM Auto also assembles and fabricates bodies of heavy vehicles, including tippers, trailers, tip-trailers, reefer vans, and garbage compactors.","601, Hemkunt Chambers,, 89, Nehru Place, Delhi",26427104/ 26427105,"1. Global Exposure, Unique Products, Lots of opportunity to
grow if you are a freshers. Good place to work for
Mechanical & Process Engineers.",4,
,,,,,,"2. Very few knowledgeable employee, Poor management &
partiality all over the company, no parity in salary structure,
No one will guide you properly, poor training procedure, HR
is very week,",2,
,,,,,,"3. Please improve the organisation structure & keep focusing
on employee retention policy.",2,
,,,,,,4. bad organization no support to downlevel employee and also Hr department bad didn't support to employee,1,
,,,,,,,,
35,Clutch Auto Ltd,www.clutchauto.com,"Clutch Auto Ltd., incorporated in the year 1971, is a Mid Cap company (having a market cap of Rs 0 Cr.) operating in Auto Ancillaries sector.Clutch Auto Ltd. key Products/Revenue Segments include Clutch Assembly (Parts) which contributed Rs 37.03 Cr to Sales Value (95.10% of Total Sales), Scrap which contributed Rs 1.91 Cr to Sales Value (4.89% of Total Sales), for the year ending 31-Mar-2015. For the quarter ended 31-Dec-2015, the company has reported a Standalone sales of Rs. 11.73 Cr., up 10.21% from last quarter Sales of Rs. 10.64 Cr. and up 27.93% from last year same quarter Sales of Rs. 9.17 Cr. Company has reported net profit after tax of Rs. -3.90 Cr. in latest quarter. The company’s management includes Mr.Manish Rai, Mr.Shyam Singh, Mr.Dhirendra N Chaturvedi, Mr.Gian C Narang, Mr.Suraj Mohan Khorana, Mr.V K Mehta, Mr.Manish Rai.","2E/14 First Floor
Jhandewalan Extension
New Delhi - 110055 India ",011-23683548,"1. Uneducated employees.
Wrost canteen food.
Bad HR policies.
No technical work and learning for experienced.
No seating arrangement.
Only one word if you are educated and skilled person pls don't join",1,
,,,,"
",,"2. Pls hire educated and skilled person.
Focus on your values not only in written but practically as well",1,
,,,"
","
",,3. Still looking for space in terms of technology,2,
,,,,"
",,"4. No job satisfaction,less salary,more working days,lake of literacy in higher post emploies,no Fooding and lodging facility",2,
,,,,,,,,
36,Ambuja Cements Limited,www.ambujacement.com,"Ambuja Cements was set up in 1986. In the last decade the company has grown tenfold. The total cement capacity of the company is 18.5 million tones. Its plants are some of the most efficient in the world. With environment protection measures that are on par with the finest in the developed world. The company's most distinctive attribute, however, is its approach to the business. Ambuja follows a unique homegrown philosophy of giving people the authority to set their own targets, and the freedom to achieve their goals. This simple vision has created an environment where there are no limits to excellence, no limits to efficiency. And has proved to be a powerful engine of growth for the company. As a result, Ambuja is the most profitable cement company in India, and one of the lowest cost producer of cement in the world.When the company started out, it approached the cement business with an open mind. To compete with the older, established players who had already written off their plant cost, it was important to have the lowest capital cost per ton of cement. Their plants would have to be set up in record time. Their capacity utilization would have to be above 100%. And their power consumption would have to set a record low these were the main theme of company.","Elegant Business Park, MIDC Cross Road 'B', Off Andheri-
Kurla Road., Andheri (E), Mumbai 400059",022 - 40667000,"1. Good exposure of mechanical , chemical and E&I engineers . Training is world class. When it comes to cement industry I would rank Ambuja Cement as No 2 in India in terms of innovation. Despite many cons, Ambuja Cement is leader in Occupational Health & Safety.",4,
,,,,,,2. Undergoing organisational change after merger with Cement Giant Holcim Lafarge. Huge resistant towards change and lack of job security for many employee. There is no place for intelligent people in cement industry atleast at functional level.,3,
,,,"
",,,3. Need to have more attention at Functional Level . Employee are not that qualified at HOD level . Lack of sound knowledge in most of the employee. 4 C's of organisational culture is myth . Ground reality is completely different as there is lack of ideal leader. Employee engagement is very less.,2,
,,,,,,4. The company is good for long run but in short period ....,2,
,,,,,,"5. Growth is very slow , so not to be considered best",1,
,,,,,,,,
37,Central Statistical Organisation,http://www.csoisw.gov.in,"The Central Statistics Office was established in 1949 as 
Ireland's national statistical office. Its status was formalised in
 legislation with the enactment of the Statistics Act, 1993. The 
mandate of the CSO, as set out in that Act, is ""The collection, 
compilation, extraction and dissemination for statistical purposes
 of information relating to economic, social and general activities 
and conditions in the State"". The CSO is also responsible for
 coordinating the official statistics of other public authorities and 
for developing the statistical potential of administrative records. 
The Office meets the needs of Government for quality statistical 
information, which is vital for the formation, implementation and
 monitoring of policy and programmes at national, regional and 
local levels in a rapidly changing economic and social
 environment. The Office also serves the needs of the wider 
national and international community (media, researchers, 
students, businesses, representative organisations, the EU, 
international organisations, and the public generally) for
 impartial and relevant information on social and economic
 conditions. Particular attention is paid to the specialist needs
 of business and the research/academic community for more
 detailed and focused data.","Council House Street, Kolkata 700001, India.",033-2243-5775,,,
,,,,,,,,
38,Export Inspection Council,www.eicindia.gov.in,"The Export Inspection Council (EIC) was set up by the Government of India under Section 3 of the Export (Quality Control and Inspection) Act, 1963 (22 of 1963), in order to ensure sound development of export trade of India through Quality Control and Inspection and for matters connected thereof.  Notify commodities which will be subject to quality control and/ or inspection prior to export,
    Establish standards of quality for such notified commodities, and
    Specify the type of quality control and / or inspection to be applied to such commodities.
Besides its advisory role, the Export Inspection Council, also exercises technical and administrative control over the five Export Inspection Agencies (EIAs), one each at Channai, Delhi, Kochi, Kolkata and Mumbai established by the Ministry of Commerce, Government of India, under Section 7 of the Act for the purpose of implementing the various measures and policies formulated by the Export Inspection Council of India.
Export Inspection Council, either directly or through Export Inspection Agencies, its field organisation renders services in the areas of:
Certification of quality of export commodities through installation of quality assurance systems (In-process Quality Control and Self Certification) in the exporting units as well as consignment wise inspection. 
Certification of quality of food items for export through installation of Food safety Management System in the food processing units. 
Issue of Certificates of origin to exporters under various preferential tariff schemes for export products.
","IIIrd Floor - NDYMCA Cultural Centre Building,
1, Jaisingh Road,
New Delhi – 110 001.","91 – 11 – 23341263 / 23748189 , 23365540",,,
,,,,,,,,
39,Central Pollution Control Board,cpcb.nic.in,"The Central Pollution Control Board (CPCB), statutory organisation, was constituted in September, 1974 under the Water (Prevention and Control of Pollution) Act, 1974. Further, CPCB was entrusted with the powers and functions under the Air (Prevention and Control of Pollution) Act, 1981.
It serves as a field formation and also provides technical services to the Ministry of Environment and Forests of the provisions of the Environment (Protection) Act, 1986. Principal Functions of the CPCB, as spelt out in the Water (Prevention and Control of Pollution) Act, 1974, and the Air (Prevention and Control of Pollution) Act, 1981, (i) to promote cleanliness of streams and wells in different areas of the States by prevention, control and abatement of water pollution, and (ii) to improve the quality of air and to prevent, control or abate air pollution in the country.
Air Quality Monitoring is an important part of the air quality management. The National Air Monitoring Programme (NAMP) has been established with objectives to determine the present air quality status and trends and to control and regulate pollution from industries and other source to meet the air quality standards. It also provides background air quality data needed for industrial siting and towns planning.
Besides this, CPCB has an automatic monitoring station at ITO Intersection in New Delhi. At this station Resirable Suspended Particulate Matter (RSPM), Carbon Monoxide (CO), Ozone (O3), Sulphur Dioxide (SO2), Nitrogen Dioxide (NO2) and Suspended Particulate Matter (SPM) are being monitored regularly. This information on Air Quality at ITO is updated every week. ","Parivesh Bhawan, CBD-cum-Office Complex, East Arjun 
Nagar, Delhi, 110032",011 2230 7233,1. Enhancement of professional skills of' filing and making official reporting' ,5,
,,,,,,2. The management was very rude and did not bother about the facilities which one employee should get. No fixed schedule of work and never paid for the extra hours.,3,
,,,,,,3. management and work envio=ronment is very upsetting.,2,
,,,,,,,,
40,Press Council of India,www.presscouncil.nic.in,"Press Council is a mechanism for the Press to regulate itself. 
The raison d’etre of this unique institution is rooted in the concept
 that in a democratic society the press needs at once to be free 
and responsible. If the Press is to function effectively as the 
watchdog of public interest, it must have a secure freedom of
 expression, unfettered and unhindered by any authority, 
organised bodies or individuals. But, this claim to press freedom
 has legitimacy only if it is exercised with a due sense of
 responsibility. The Press must, therefore, scrupulously 
adhere to accepted norms of journalistic ethics and maintian
 high standards of professional conduct.
Where the norms are breached and the freedom is defiled by
 unprofessional conduct, a way must exist to check and control
 it. But, control by Government or official authorities may prove 
destructive of this freedom. Therefore, the best way is to let the 
peers of the profession, assisted by a few discerning laymen to 
regulate it through a properly structured representative impartial 
machinery. Hence, the Press Council.
A need for such a mechanism has been felt for a long time both
 by the authorities as well as the Press itself all over the world, 
and a search for it resulted in the setting up of the first Press 
Council known as the Court of Honour for the Press in Sweden in 
1916. The idea gained quick acceptance in other Scandinavian
 countries, and later in other parts of Europe, Canada, Asia, 
Australia and New Zealand. Today, the Press Councils or similar
 other media bodies are in place in more than four dozen nations. ","The Secretary, Press Council of India, Soochna Bhavan, 8-C.G.O. Complex, Lodhi Road , New Delhi-110003",(011) 24366405 24366747,,,
,,,,,,,,
41,Technology Development Board,tdb.gov.in,"The Government of India constituted the Technology Development Board (TDB) in September 1996, under the Technology Development Board Act, 1995, as a statutory body, to promote development and commercialization of indigenous technology and adaptation of imported technology for wider application. The board consists of 11 Board members. The Government reconstituted the Board in March 2000.
The TDB is the first organization of its kind within the government framework with the sole objective of commercializing the fruit of indigenous research. The Board plays a pro-active role by encouraging enterprises to take up technology oriented products.
","Vishwa Karma Bhavan, Ground Floor, A-Wing, Shaheed 
Jeet Singh Marg, New Delhi, Delhi 110016",,No reviews,,
,,,,,,,,
42,National Safety Council,www.nsc.org.in,"National Safety Council (NSC) was set up by the Ministry of 
Labour, Government of India (GOI) on 4th March, 1966 to 
generate, develop and sustain a voluntary movement on Safety,
 Health and Environment (SHE) at the national level. It is an 
apex nonprofit making, tripartite body, registered under the Societies
Registration Act 1860 and the Bombay Public Trust Act 1950.
To fulfill its objective NSC carries out various activities. These 
include organising and conducting specialised training courses, 
conferences, seminars & workshops; conducting consultancy 
studies such as safety audits, hazard evaluation & risk 
assessment; designing and developing HSE promotional 
materials & publications; facilitating organisations in celebrating
 various campaigns e.g. Safety Day, Fire Service Week, World 
Environment Day. A computerised Management Information
 Service has been setup for collection, retrieval and dissemination 
of information on HSE aspects.
To its credit, NSC has successfully organised many national and
 international conferences e.g. XIII World Congress (1993) and XI 
APOSHO Conference (1995) and implemented many a prestigious 
project. It also serves as a gateway to the state-of-art information 
on HSE aspects at the international level.
In the course of its services for the last 45 years, it has built up 
technical expertise and competence to meet the emerging 
challenges in the HSE aspects due to continuous advancements
 in technologies.","Plot No.98-A, Institutional Area, Sector 15, CBD Belapur,
Navi Mumbai - 400 614.",2757 9924,"1. 

Pros
It is wonderful to work for a mission that is making people's lives better and safer. The people here are passionate, committed and smart. The leadership genuinely cares about staff. Benefits and perks keep getting better each year.

Cons
Very fast paced. If you like a slower pace of work, NSC may not be for you.

Advice to Management
Keep doing what you are doing!
",4,
,,,,,,"2. 
Pros
recently added options for work from home which is very useful, 6% matching on 401k which is unusual. onsite wellness and flu shots which is very cool. there's even a pilates/exercise room that is in construction right now and a nintendo gaming station in the works. you can also shift your hours around for better work time flexibility.

Cons
Organization overall is too risk adverse.
",4,
,,,,,,"3. 

Pros
Sound financials, growing success with product based businesses. Solid leadership in the product selling businesses.

Cons
Mission based teams do not provide data and results that move the initiatives forward. mission based teams are under poor supervision. Very inconsistent management of Mission based initiatives. Supervisors are not ready to lead.
",2,
,,,,,,"4. 

Pros
I was impressed with their flexible work schedule but I do believe that it was ""per your manager/department"" and not company wide.

Cons
Very old ways of thinking and not enough accountability by the individual employees and departments.
",1,
,,,,,,,,
