S. No.,Category Name,URL if available,Description(Minimum 80 words),Location,Contact,Reviews,Rating,Images
21,Tsomgo Lake  Sikkim,,"Tsomgo Lake is a two-hour drive from Gangtok on the Gangtok-Nathu La 
highway. About a kilometre-long and 50 metres deep, Tsomgo Lake is 
popular as a tourist attraction and a holy site as well. It’s encircled by lush 
green landscapes on all sides. A small Shiva temple, some food stalls 
and several beautiful plants and flowers can be seen at the Tsomgo Lake. 
Tourists can also enjoy a yak ride around the lake. On days without 
sunshine, you'll often see the Changu Lake hidden in a veil of mist.","Tsongmo Lake, Sikkim 737103",,"1. Not worth going as weather was very foggy. We could not see 
a thing on the top. The journey was good though. The whole way 
smell of burnt Diesel. There are way too many cars on this route. ",3,
,,,,,,"2. Tsomgo Lake is best viewed in winters when the whole 
mountain is covered with snow and the reflection is visible on 
the beautiful lake ",4,
,,,"
",,,"3. This was really an experience to see yaks giving joy rides. And 
the colourful decorations they wore. Could there be some way of 
clearing the yak droppings? ",4,
,,,,,,"4. Visited this place on the way back from Nathula... It was 
drizzling and the lake was not frozen... Opted to take few photos 
with the Yak instead of taking the expensive Yak ride.. ",4,
,,,,,,,,
22,Valley of Kashmir Tour Package,,"On this eight days tour to Kashmir Valley, you will be visiting the paradise 
on earth and get to curate some of the most enjoyable, pleasant and 
everlasting memories of your life! Starting from Jammu, this wonderful tour 
completes a circuit through Sonmarg, Gulmarg, Pahalgam and Srinagar.
Within the tour, you will be visiting, exploring and discovering some of the 
most popular attractions of Kashmir Valley. On the list, there will be 
picturesque gardens, enchanting lakes, fascinating mountains, historic 
places and lot more. Though a single tour, it will offer you the best of the 
scenic valleys and will surely make you fall in love with the charming views 
and vistas of Kashmir.

Package Type :- 7 Nights | 8 Days
Package Cost :- 13,999/- Per Person
Destination Cover :- Sringar - Pahalgam - Gulmarg - Jammu.
","Main Road Dalgate | Main Road Dalgate, Srinagar 190001, India",91 94 19 013447,"1. Except for our Stay in Kashmir in a hotel, the service provided 
by this agency was fantastic. The Cab was very well maintained 
and the driver of the cab had fantastic knowledge of the places
 that we visited. What topped it all was the personal touch 
provided by Mr Ganie who ensured that our needs were met.",5,
,,,"
",,,"2. Not enjoy in this tour.. And I suggest to every one do not go in 
august in manali tour.. ",3,
,,,,,,"3. All bookings done were ok but their procedure was thoroughly 
hopeless would never look for same travel agent in any of our
 future trips",3,
,,,,,,"4. IT WAS SAFE AND COPRATIVE. WOUNDERFULL HORSE 
RIDING AT PEHALGAM ON STRAIGHT MOUNTAIN.",4,
,,,,,,,,
23,Vaishno Devi jammu,,"A pilgrimage to the Holy Shrine of Shri Mata Vaishno Devi Ji is considered to be one of the holiest pilgrimages of our times. Popular the world over as Moonh Maangi Muradein Poori Karne Wali Mata, which means, the Mother who fulfills whatever Her children wish for, Shri Mata Vaishno Devi Ji resides in a Holy Cave located in the folds of the three peaked mountain named Trikuta (pronounced as Trikoot). The Holy Cave attracts millions of devotees every year. In fact, the number of Yatris visiting the Holy Shrine annually now exceeds one crore. This is due to the unflinching faith of the devotees who throng the Shrine from all parts of India and abroad.","Katra, Jammu and Kashmir 182301
",01991 232 238,"1. Maa vaishno ka jab bulava aata Hai tabhi Jana hota hai It is
 said to be able to get the chance to go to vaishno Devi darshan 
when you are called by maa It is always the privilege to go there ",5,
,,,,,,"2. Jai Mata Di !!! Great place!!! The facilities like food and shelter 
are awesome here though it's a hill station. Shrine board is 
managing very efficiently and keeps improving the facilities and 
infrastructure according to the demands of pilgrims. Every visit to 
here becomes nothing less than awesome. ",5,
,,,,,,"3. Vaishno Devi Mandir is one of the most ancient historic and 
pilgrimage place in the state of jammu and kashmir. Nearly 7-10 
million pilgrims visit there every year. ",5,
,,,,,,"4. you get unknown strength and inner peace after visiting this
 place.Although this is tiring but worth it to visit this place. ",5,
,,,,,,,,
24,lakkam waterfalls Munnar,http://www.munnar.com,"Munnar in Kerala is blessed with several destinations which are capable enough to make your journey most memmorable. Among them, the majestic waterfalls of Munnar stand unique with its pristine beauty and attractiveness. Some of the famous waterfalls of Munnar are Lakkam waterfalls, Attukal waterfalls, Nyayamakad waterfalls, Chinnakkal waterfalls, Kuthumkal waterfalls, Cheeyappara waterfalls, Valara waterfalls and Thoovanam waterfalls.A five minutes drive from the Munnar town will take you to the closest waterfall to the Munnar town, Lakkam waterfalls. Located in the Munnar-Marayoor route, the waterfall is surrounded by ‘Vaga trees’. The waterfall originates from the Eravikulam Plateau. Though the stream creates lots of cascades, most of them are inaccessible. But, due to its visual treat, this destination is one of the most preferable destinations for the tourists. ","Munnar - Udumalpet Rd, Marayoor, Kerala 685620",093494 77723,"1. It was amazing experience, I had never seen such clean
waterfalls in India and taste of water is so good. it was so cold 
that my kids cannot survive more then 10 min. ",4,
,,,,,,"2. Although the waterfall itself is not really special the road going 
there certainly is. best to combine this trip with a visit to 
Eravikulam national park considering it is on the same road from
 munnar. ",3,
,,,,,,"3. People who love adventures loves this people. Had a nice 
shower here. My kid had very good time here.",4,
,,,,,,"4. Nothing great about the falls one can also skip this part and
 visit more thrilling and nice waterfalls. ",,
,,,,,,"5. It is a small waterfalls and not all dangerous. The surroundings
 are kept clean by the forest department. There are lot of small 
shops beside the road where you can buy eatables. ",3,
,,,,,,,,
25,jantar mantar jaipur,,"""Jantar Mantar"" these two magical and mysteries words chanting in India by many people in their childhood to fulfill their magical dreams but these words are more than that. The term ""Jantar Mantar"" literally means ""instruments for measuring the harmony of the heavens"". In Jaipur city there are palaces, temples, gardens and ponds they all have their importance in their place but the astronomical observatory established by the king Sawai Jai Singh have International importance. The Jantar Mantar houses various architectural and astrological instruments that have caught the interests of astronomers, historians and architects around the world. It is considered to be one of the largest observatories ever built.","Jaipur, Rajasthan",,"1. it has interesting facts and gives us an idea of the survival of 
ppl in olden days..... you can find time sunsigns raashis what not 
very well built. savai jaisingh was indeed a great mathematician ",,
,,,,,,"2. A fascinating display of astronomical and astrological 
measurement instruments. Bilingual plaques describe and 
explain the essential operations of the instruments. ",,
,,,,,,"3. this place is actually very useful for the lovers of measurement
 science.....we have whole the advance techniques which are 
used by our previous generation...........it shows how advance
 we are in past time.",,
,,,,,,"4. A fascinating place for those with a scientific mind. A sun dial 
on a giant scale which accurately shows the time within a few 
seconds. The man who designed this was a genius. ",,
,,,,,,,,
26,mehrangarh fort jodhpur,,"Mehrangarh Fort, Jodhpur is one of the largest forts in forts. It is also the most magnificent fort in Jodhpur, infact, in the whole Rajasthan. The fort is amongst the popular tourist places in India. It is situated on a 150 m high hill. It was founded by Rao Jodha in 1459. The Mehrangarh Fort can be reached from the city, 5 kms below, through a circular road. Read on to know more information on The Mehrangarh Fort, India: Seven gates have to be crossed to reach the fort. The gates still bear the marks of the various battles fought in the bygone era. Its second gate still stands witness to canon ball hits by attacking armies of Jaipur during wars. One of the gates is Jayapol, meaning victory. It was built by Maharaja Man Singh to commemorate his victories over Jaipur and Bikaner armies. Another gate, Fattehpol, again meaning victory, was built by Maharaja Ajit Singh as a celebration for defeating the Mughals. ","P.B No 165 , The Fort, Jodhpur, Rajasthan 342006",0291 254 8790,"1. This place is ""aan-ban-shan"" of jodhpur. A temple of MATA 
RANI inside this fort. This is best of historical place.",5,
,,,,,,"2. As it is not specified on the website, you must pay 600 as a 
foreigner with an audio guide but you need to provide either an 
ID or 2000 rupees/ 40 💷💶💴💵 to be able to have it. We did not 
have any of those but still paid the same price. Our second 
issue was that half of the rooms were closed, no entry or 
without light (turban room) so again paid full price but for half of 
the experience. The guys at the entrance felt powerful and 
asked us to go back to our hotel (what can we possibly do 
stealing an audio guide?!?!?)  to pick up money knowing we 
came to the fort under 45degrees walking. The only thing that 
improved our experience is the local people visiting the place 
and the view of the blue city.",2,
,,,"
",,,"3. View of jodhpur city is well defined from this place. About d fort
 it gives insight of jodhpur culture. Royalty as well as tradition 
both are well described in this place.
",4,
,,,,,,"4. The Pride of Jodhpur stands tall atop!
Must visit the Fort to have a glimpse into the Royal past. The 
museum has so many artifacts belonging to the Royals of 
Marwad, their tales of courage and peaks into the life of people
 of era!",4,
,,,,,,,,
27,Ooty,,"Stone House was the first bungalow constructed in Ooty . It was built by 
John Sullivan and was called Kal Bangala by the tribals. Today, it is the
 official residence of the Principal of the Government Arts College, Ooty. 
The tree in frontage of the bungalow is known as the Sullivan’s oak.The 
Stone House in Ooty is one of the most significant and ancient monument 
of Ooty that was inadvertently instrumental in the further development of 
Ooty into a prominent British and European Summer alternative that 
fostered the Hill Station to presently become one of the most visited 
Tourist target in India and worldwide. The Ooty Stone House was the first
 building or rather Mansion to be construct in a modern and yet colonial 
style in Ooty that indirectly caused further modernization of Ooty with 
numerous elegant cottages crop up showcasing similar colonial architecture.","Stone House Area, Thalayathimund, Ooty, Tamil Nadu, 643002, India",9941133133,"1. Beautiful place but the service is terrible w rude juvenile staff. 
Drinks are overpriced & food is average. Owners/ management 
need to make a visit for a clean sweep. ",3,
,,,"
",,,"2. I'm a regular at the Stone House, specially during the summer.
 However, the latest hires from host to waiter. I can say that the 
bartender was amazing and very helpful. Went to the stone 
house to bring a friend from out of town, we were so looking
 forward to the s'mores with my friends little girl and seating 
outside listening to the nice music, but everything went wrong 
from the moment we check in with the hostess. She was so 
rude, we ask to seat outside and she made us wait for 45 min 
for a table that was like seating at the parking lot. If if wasn't 
because of the great bartender who told us to go for to the high 
rise table outside. We would still be waiting for a table. The 
Waiter was extremely overwhelmed, ask for utensils twice, had 
to stand up and ask the bar for them, couldn't get anything 
delivered on time, even the check took 30 min., and on top of it 
all on our way out we usually get a bag of cookies and was so 
looking forward to showing our friends how NJ restaurant treats 
their customers, until the hostess said: ""no cookies available, too
 late"". It was such a slap in the face. Why bother coming back if 
the restraint clearly doesn't care how their staff treats their customers. ",1,
,,,"
",,,"3. Dined outside -- hard to have a conversation because of loud 
live guitar playing that should have been background music.
 Requests to turn the volume down were ignored. Glasses 
brought for wine were dirty and had to be replaced. It's not the
 experience I've had there in the past. Too bad. ",2,
,,,,,,,,
28,Agra Taj Mahal,,"Home to one the Seven Wonders of the World the Taj Mahal, Agra is one of 
the most popular tourist destinations in India. It is as loved by Indians as 
it is by foreigners who throng here in large numbers to admire its beauty.
 Along with Delhi and Jaipur, Agra forms the Golden Triangle of tourism in
 India. Situated in Uttar Pradesh, Agra is synonymous with the Taj Mahal 
however there’s lot more to the city than this world-famous monument. 
Right from the epic Mahabharata to the Mughal Dynasty, Agra has been 
monumental and has played a significant role in shaping India’s history. 
The city was first mentioned in Mahabharata as Agrevana which means
 the border of the forest. It was later established by Sikandar Lodi of the 
Lodi Dynasty in the sixteenth century who built many structures including 
forts, step wells, mosques, etc in Agra. He moved his capital from Delhi to
 Agra and after his death, his son ruled the city for nine years. Later, Sher 
Shah Suri ruled Agra and from 1556 to 1658 it was the capital of the 
Mughal Empire. Under the Mughal reign Agra was called Akbarabad and 
was ruled by greats like Akbar, Jehangir, Shah Jahan, etc. Their love for 
architecture, gardens and art and culture added a new dimension to 
Agra’s personality. From Persian gardens on the banks of the Yamuna to
 monuments and mausoleums, Agra’s golden age started during their 
rule. It was after the decline of the Mughal Empire and during the reign of 
the Marathas that Akbarabad became Agra. By 1803, it came under the
 British Raj that remained strong for most part until India gained 
independence in 1947.","Agra, Uttar Pradesh 282001",,"1. It is worth watching as a piece of art and culture. But authorities
 are not taking care of it properly. Staff is not trained enough to 
deal with people. They say photograph is not allowed inside 
tomb but we saw lot of people taking pics inside tomb. People 
throwing their foot cover here and there and no was looking for it.",3,
,,,,,,"2. Taj mahal is only place to visit in agra and  i like Taj Mahal but 
at the entrance of taj mahal there are many people in line of 
entrance and checking system is very slow. and who hire guide
 for taj mahal they enter first without any waiting line, that's why i 
don't like so much this place, and water in water pound is also dirty.",3,
,,,,,,"3. Taj Mahal is house hold name in India. We visited in Feb of 
1979 . The very appearance magnetize you! All white marbles 
and carvings and the surrounding gardens mesmerize you. No 
wonder it is called one of the seven ancient wonders of the world.
 Built in 1600A.D in honor of his pure love to her  ShahJahan 
built it. Must visit.",5,
,,,,,,"4. Historical place of Mughal time. Croweded  all time. Long line 
for tickets. Beware of fake guide. ",4,
,,,,,,,,
29,Kusum Sarovar Mathura,,"The Kusum Saovar is a huge 450 meter water tank ,which belonged to the
 period of Lord Krishna. Kusum Sarovar is sixty feet deep and feature 
numerous stairs from all the sides. The serenity and the peaceful locales
 of the place attracts tourists from all parts of India. Kadamb trees are 
found all over the place and it is said that Kadamb tree was the favorite
 tree of Lord Krishna. According to the local people, Kusum Sarovar was
 the place where Goddess Radha picked flowers for Krishna. The water of
the Sarovar is ideal for swimming so the travelers can spend some quality 
time here.","Kusum Sarovar, Goverdhan Brahmnan, Uttar Pradesh 281504",,"1. People have made this place unclean due to various activities 
and rest of the credit goes to mismanagement of local govt. Not 
a place worth your visit. ",3,
,,,"
",,,"2. Kusum Saraovar is an old temple/pool in Vrindavan. It comes in 
the path of Govardhan Parikrama. It is mostly isolated and has 
moany monkeys around. You can enter if you like or you can just 
admire its beauty from outside. ",4,
,,,,,,"3. This place is not that well know to many tourist, but its a place 
worth visit. A place with mixture of architecture and divine belief. ",4,
,,,,,,,,
30,"Nainital Lake , Nainital",,"Nainital Lake, a natural freshwater body, situated amidst the township of
 Nainital in Uttarakhand State of India, tectonic in origin, is kidney shaped 
or crescent shaped and has an outfall at the southeastern end.Nainital 
Lake, in the Nainital district called the Lake District of India, is one of the 
four Lakes of Kumaon hills; the other three lakes are the Sattal Lake, the 
Bhimtal Lake and the Naukuchiyatal Lake","Nainital Lake, Ayarpatta, Nainital, Uttarakhand",,"1. Even though the rates for boating are fixed, the route taken by 
dwellers is deliberately small. Please fix the route before 
boating. Good time is not peak season (may - jul) but oct. ",2,
,,,,,,"2. Nainital has always been my favourite hill station. The lake 
adds to the beauty of the city and is the center of attraction. We 
absolutely love boating there..its my daughters favourite thing in 
nainital. ",5,
,,,"
",,,"3. It's a big lake nestled between hills on all sides. It offers some
 breathtaking views. Boating there was a calming experience. A 
lake side walk on road, locally known as ""Thandi Sadak"" was a 
good experience away from the bustle of Mall road. ",4,
,,,,,,"4. The lake, no doubt is beautiful but the upkeep is so bad and the 
water is so filthy with water bottles & crap floating everywhere. 
Wish the humans had never discovered it at the first place. ",3,
,,,,,,,,
31,Udaipur,,"several sparkling lakes against a backdrop of the Aravail hills. Jag Niwas 
and Jag Mandir, islands in Fateh Sagar Lake, are the site of Udaipur Solar
 Observatory and Nehru Garden. Famous palaces include the magical
 Lake Palace, now a luxurious five-star hotel, and the massive City Palace 
on Pichola’s east bank, featuring epic courtyards and stunning paintings.","Udaipur , Rajasthan",,"1. The best place for tour , you will definately gonna like the place
 without any boredom. The main attractions of city is lake place 
hotel, pichola jhil , gulab bhaag , sahelio ki baadi and motor 
sports each and everything thing just seems perfect also the city
 is so peaceful no traffic disturbances . So from my side you 
should have a look at udaipur .",3,
,,,,,,"2. Udaipur in rajasthan meaning'city of sunrise' is a city of lovely 
lakes, beautiful marble palaces, luxurious gardens and 
magnificent old temples.The city is situated on the slopes of a
low hill overlooking lake pichola.The city is surrounded by a
 protective wall.",2,
,,,,,,,,
32,Jaisalmer,,"Jaisalmer’s unique fort is a living urban centre, with about 3000 people residing within its walls. It’s honeycombed with narrow, winding lanes, lined with houses and temples – along with a large number of handicraft shops, guesthouses and restaurants. You enter the fort from the east, near Gopa Chowk, and pass through four massive gates on the zigzagging route to the upper part. The final gate opens into the square that forms the fort’s centre, Dashera Chowk . Founded in 1156 by the Rajput ruler Jaisal and reinforced by subsequent rulers, Jaisalmer Fort was the focus of a number of battles between the Bhatis, the Mughals of Delhi and the Rathores of Jodhpur. In recent years, the fabric of the fort has faced increasing conservation problems due to unrestricted water use caused by high tourist numbers.","Fort Rd, Amar Sagar Pol, Jaisalmer, Rajasthan 345001",,"1. Must visit place.One of the few living forts.With lots of history to
learn,Slightly tiring but must visit place at Jaisalmer ",5,
,,,,,,"2. There are many view points around the fort. It gives an amazing
 view of jaisalmer city. It gives an idea on the advantage the fort 
had as the people on the fort had a panoramic view of whats coming.. ",4,
,,,"
",,,"3. I've stayed for two nights there. Food was decent, rooms are
 clean but seems a little old. Garden and swimming pool are lovely.
The secret is the rooftop terrace. I've had the best morning 
stretch and exercise up there. The staff is very friendly. So check
 with them about the rooftop.
",3,
,,,,,,"4. Take a guide and notice how they take you such a route that
 you cannot do it yourself next time :) Remember Rs. 300 - 500 
they charge. Take a tuk tuk pay 120 for fort 200 including the 
havelis. Not all well maintained and very much over keen to 
fleece all of them ",3,
,,,,,,,,
33,Junagarh Fort  Bikaner,,"Junagarh Fort (Rajasthani: जुनाग्द क़िला) is a fort in the city of Bikaner, Rajasthan, India. The fort was originally called Chintamani and was renamed Junagarh or ""Old Fort"" in the early 20th century when the ruling family moved to Lalgarh Palace outside the fort limits. It is one of the few major forts in Rajasthan which is not built on a hilltop. The modern city of Bikaner has developed around the fort.The fort complex was built under the supervision of Karan Chand, the Prime Minister of Raja Rai Singh, the sixth ruler of Bikaner, who ruled from 1571 to 1611 AD. Construction of the walls and associated moat commenced in 1589 and was completed in 1594. It was built outside the original fort of the city, about 1.5 kilometres (0.93 mi) from the city centre. Some remnants of the old fort are preserved near the Lakshmi Narayan temple","Junagarh Fort Road, Bikaner, Rajasthan 334001",0151 220 2297,"1. Junagarh fort is one of fort which i have visited. It is not so much
 maintained. But nakassi on walls and design of fort is very good.",2,
,,,,,,"2. It's one of the most Well maintained palace in India. Not only 
maintained but continuous work is done to attain that. Another 
great feature is that a Free Tour Guide is assigned for a generic 
tour group. Which really helps. A lot of intricate work one can see. ",5,
,,,"
",,,"3. we went here as part of a tour & from the outside the building 
looks nothing special but inside it's amazing.About 4 or 5 storeys 
high ",4,
,,,,,,"4. Amazing work, carvings and history. Not as well known as the 
big ones. Doesn't take too long. I really enjoyed it. Very well 
maintained. ",4,
,,,,,,"5. My descript for the write up might upset you but then again, 
forts really don't have much to offer. I was not that cery fascinated
 with the place anyways as it seemed a little unkept and not 
maintained properly by the archaeological department.
The fort does not have much of an opulence that you see in the 
ones at Jaipur or Jodhpur. It is not all that bad but don't get your 
hopes too high. ",3,
,,,,,,,,
34,"Jamia Mosque, Srinagar",,"Jamia Masjid, popularly known as Jama Masjid, is situated at Nowwhatta 
in old city of Srinagar. It is regarded as the most important mosque in 
Kashmir. Built in 1400 AD by Sultan Sikanadar, structure of the mosque
 resembles the style of Indo-Saracenic architecture and its magnificent 
courtyard along with 370 wooden pillars invites large number of tourists 
from across the world. Away from bustling activities of the city, it is the
 ideal hub of peace, tranquility and serenity. Thousands of Muslim 
devotees assemble at the mosque every Friday to read Namaaz
 (prayer). The mosque was destroyed thrice by fire and rebuilt each
 time; last restoration work was carried out during the reign of Maharaja
 Pratap Singh. Despite of this, Jama Masjid still today stands tall and 
evokes the glorious historical stories to each visitor.","Nowhatta, Srinagar, Jammu and Kashmir 190019",,"1. Fully renovated. Apart from its size, nothing really sets it apart
 from regular modern mosques. ",2,
,,,,,,2. Not so good,1,
,,,,,,"3. I am really not one for endless mosques but this one just 
must be seen. Those moguls must have had some excellent 
architects! ",4,
,,,,,,,,
35,Mysore,,"Mysore (or Mysuru), a city in India's southwestern Karnataka state, was the
 capital of the Kingdom of Mysore from 1399 to 1947. In its center is 
opulent Mysore Palace, seat of the former ruling Wodeyar dynasty. The 
palace blends Hindu, Islamic, Gothic and Rajput styles. Mysore is also 
home to the centuries-old Devaraja Market, filled with spices, silk and 
sandalwood.","Mysuru, Karnataka 570001",,"1. Od hotel n the centre of the city, walkable from bus stand. close
 to the palace. The vegetarian restaurant is good serving 
authentic south indian food. Hotel rooms need a revamp. Will
 not be ok with peopole looking for modern facilities. Good for a
 budget stay ",4,
,,,,,,"2. I have no idea on how so many people have give a good review
 about this place. It was absolutely bad . Yes it was economical 
@ 2030 for 2 rooms for 6 of us. But thats it - If I could go back and
 redo the trip - I would definitely not stay here. ",1,
,,,,,,"3. Room is basic food is good . stay was cost effective. Feed 
back to the hotel management is please upgrade to the 
competition around. I know This hotel is famous since my 
grandfathers age as this is the land mark hotel since my child hood",3,
,,,,,,"4. Stayed here when visited Mysore for Dussehra in 2015. This 
hotel is conveniently located near the Palace. Room size was 
quite big. But poor maintenance. Unclean and smelly toilets, no 
staff to help. We did not try hotel food. ",,
,,,,,,"5. We went there for lunch. The thali was very average. The 
samabar hardly had any vegetables in it. The dry curry (palya) 
was tasting bland. The service was slow. By the time the waiter
 served palya we were mostly done Chapati. I am sorry to say that 
many other restaurants prepare much better food than this. ",,
,,,,,,,,
36,Tiger hill Darjeeling,,"While we always talk about the sweeping views of sunrise from Tiger Hill 
and the view of the colossal Kanchenjunga with many other snow clad 
eastern Himalayan peaks from here, but we hardly talk about the summit 
of Tiger Hill itself. True that the blaze of rapidly changing colors of the snow
 peaks as the sun strikes is an awesome view, but Tiger Hill is great even 
otherwise. It's a destination by itself offering not just great views during 
sunrise, it's a place where you can soak yourself with Himalayan beauty 
anytime during the day.","Tiger Hill, West Bengal 734123",,"1. Don't do it -- hordes of people will hassle you and crowd you 
just to take a selfie with a sunrise that is more often than not - 
not really all that spectacular. You're better off sleeping in. ",2,
,,,"
",,,"2. We went to see the sunrise point very early in the morning
(4am), but it it started raining so could not see. Place is nice, 
but it gets crowded with lots of people & vehicles ",2,
,,,,,,"3. We went along to this with a 4am pick up in a hope of catching
 the sunrise. Unfortunately the whole sunrise was hidden by 
cloud and we did not get to see anything. Not worth getting up
 for. May be better later in the year
",2,
,,,,,,"4. Locals mislead about weather forecast & sunrise timings. 
Remember being there in late 70s. Reached before 4am & had 
a mesmerizing view. This time was a disaster. The kids didnot 
enjoy, the adults were too polite to curse. Our worst experience in
 darjeeling",2,
,,,,,,"5. Got up at almost around 4am and started headed towards 
Tiger hill to catch a glimpse of the Golden Kanchenjunga. The
 place is really crowded with tourists which created a lot of traffic, 
so we had to park the car midway and walk all the way up the hill
. The viewing area here was demolished recently to make way 
for a new one, so we ended up shuffling and jostling for space to
 have a good view of the mountain when the sun came up.
 However, due to the thick fog and cloud cover, no one could get a
 clear glimpse of the golden mountain which we came to know is
 the case on most days. Disappointed and sleepy, we headed 
down and proceeded to the rest of the sightseeing hoping to have
 a better day. ",3,
,,,,,,,,
37,Akshardham,,"Akshardham' means the divine abode of God. It is hailed as an eternal place of devotion, purity and peace. Swaminarayan Akshardham at New Delhi is a Mandir – an abode of God, a Hindu house of worship, and a spiritual and cultural campus dedicated to devotion, learning and harmony. Timeless Hindu spiritual messages, vibrant devotional traditions and ancient architecture all are echoed in its art and architecture.The mandir is a humble tribute to Bhagwan Swaminarayan (1781- 1830), the avatars, devas and great sages of Hinduism. The traditionally-styled complex was inaugurated on 6 November 2005 with the blessings of HH Pramukh Swami Maharaj and through the devoted efforts of skilled artisans and volunteers.","Noida Mor, New Delhi, Delhi 110092",011 4344 2344,"1. The Swaminarayan Akshardham has been in the news and 
we went to visit it as the sort of newest Temple on the block. The
 ""temple"", if you can call it that, is more of an amusement park of
 the most kitschy kind.If you have any genuine interest in temple 
arcitecture or any sense of aesthetics, you will be apalled at the
 this travesty. We have travelled a lot in India and seen temples
 like Khajuraho (gorgeous beyond belief) and the Swaminarayan 
Akshardham is just stunningly hideous.",1,
,,,,,,"2. This is one of the attraction that one should not miss when in 
Delhi. The Exhibition is worth for the money and the architecture
 and the value priceless ",4,
,,,,,,"3. Very beautiful place, very quiet, calm, serene place. Beautiful
 carvings inside are mesmerizing. Huge one and truly wonderful. ",5,
,,,,,,"4. Fake Temples, clearly portraying swaminarayan above any 
other god. It is overpriced, prices at the stalls are overprices. ",1,
,,,,,,,,
38,Mumtaz Mahal,,"Shah Jahan who built the Taj Mahal, a wondrous monument built in 
dedication to love, beauty, and life of Mumtaz Mahal, had succeeded in his 
lifetime his dire wish to immortalize the name of Mumtaz Mahal, his third
 wife. Such is the esteem of Mumtaz Mahal that she is known by one and 
all, who've ever heard of Taj Mahal. Born in 1593 as Arjumand Banu 
Begum, she was the daughter of Abdul Hasan Asaf Khan and a princess 
from the Persian nobility. So enthralling was her beauty that Shah Jahan
 (then Prince Khurram) fell in love with her at the first sight. It was in 1607 
that she was betrothed to Prince Khurram and soon became the 
unquestionable love of his life. Five years later in 1612, their marriage 
was solemnized and from then on, started one of the most popular love
 stories of the world. Although she was one of the three wives of Shah 
Jahan, she was his favorite. He even bestowed her with the name Mumtaz 
Mahal meaning ""Jewel of the Palace"", and the highest honor of the land -
 the royal seal, Mehr Uzaz.","Taj Mahal Eastern Gate, Near shilpgram Opp Jalma Hospital,
 282001 Agra, India",,"1. I had heard a lot about this Restaurant but Highly disappointed 
with the Service. 1st as requested good table was not booked 
though many tables v empty.... the waiters were only interested 
in the Big Groups... no one attended for 10 mins even after v
 finished our dinner to clear.... Indian food is just Ok..if u are an 
Indian, this is just ok.
Only the Ambience & location is Good",2,
,,,,,,"2. Mumtaz mahal is the place to go to for some good Indian 
food. Earlier they used to have live Indian music which made the
 place really special. Its a bit pricey now for what it offers. The 
food is tastefully done and the serving sizes are also decent.
Good for celebrating the good times. ",4,
,,,,,,"3. not the best of indian resturants in Oman, specially in Muscat. I
 think its only because of the name that people come back again. 
Not worth another visit from my side. ",3,
,,,,,,"4. Food was ok, nothing special at all. Avoid the buffets, always 
cold. The snake coffee is wonderful and worth going just for that! 
Service is generally good. ",3,
,,,,,,,,
39,PUSHKAR CAMEL SAFARI & CAMP,,"Pushkar Royal Safari Tours Offer Camel Safari in and around Pushkar at 
reasonable prices. We Offer Full Day Safari, Half Day Safari, Horse Riding. 
We organize Trekking Tours on Horse & Camel, Camel Carts in Pushkar 
as well as between - Pushkar to Mandawa, Pushkar to Nagaur, Pushkar to
 Jaisalmer. Pushkar is a small place, situated 11 km from Ajmer, in the 
state of Rajasthan (India). It is a holy place mostly visited for the sacred 
Pushkar lake, the Brahma temple and the renowned Camel Safari. Thus, 
though Pushkar is primarily a pilgrimage spot, it is also visited for the 
exciting camel safaris in the desert sand dunes. The Great Indian 
Desert of Rajasthan can be explored using camels which is the great
and exciting experience one should have in a life time. The Aravalli Range 
are one of the world's oldest, and have sandy fields, small dunes, 
beautiful hills and mesmerizing sunrises and sunsets. Camel Safaris are 
certainly the ideal way to spend time exploring the rustic and royal 
Rajasthan.Camel Safari is an adventure, which takes you through the 
golden sands of the vast Thar Desert providing the glimpse of the desert 
lifestyle through remote villages. The special cultural performances on the
 sand dunes, the camps set up for the travelers, the traditional Rajasthani 
meals and the picturesque hamlets with friendly folks, all together make 
Camel Safaris on of the special adventure tour in India.","Badi Basti, Pushkar, Rajasthan 305022",098281 78063,"1. The camel cart safari is interesting if you've never done this 
before. This particular one doesn't really take you through a real 
desert and the pre-defined route has attracted several urchins to
 beg along side the route. Overall, its recommended if one has 
not had a camel ride experience before. Kids had a good time. ",3,
,,,,,,"2. there is hardly much of a desert to see and the camel buggy
 ride was back breaking. However, the kids who took us around 
were nice. As soon as you enter pushkar, you are hoarded by 
these offers for the camel safari, My personal take would be just
 take the car to the Pushkar lake! Thats a great view! ",3,
,,,"
",,,"3. The safari was fine. The Camel rider came to the hotel to take
 us to the camels. The ride was not through a desert but it was a
 nice piece of nature. The night was a bit weird. The boss came 
with a jeep and two friends. The three of them were drinking a lot
 and pushed us the whole time to drink along. It was a bit weird. 
But ok camel safari ",4,
,,,,,,"4. We enjoyed a lot. Camel ride is too goo too resist. Although the
 person owning the camel claim that we will be able to see the 
rose garden and all. but, nothing that much. The charges are 
approx. 1500 for couple, but, do negotiate if visiting off season ",3,
,,,"
",,,"5. We did the sunset tour in April 14, the desert is nothing special
 and like usual in India, it was a desert with plenty of trash/garbage
. The tour was okay so for but we did not like that it stoped 
somewhere were you were suposed to give some money to 
some village people siting in the desert. ",3,
,,,,,,,,
